customer_id,age,gender,income_bracket,occupation,city_tier,join_date,churn_flag
8225,33,Male,High,Self-Employed,Tier 1,2023-12-23,No
8226,55,Male,High,Unemployed,Tier 3,2022-04-26,No
8227,45,Female,High,Business,Tier 2,2023-01-24,No
8228,55,Male,Medium,Salaried,Tier 2,2021-10-19,No
8229,48,Male,Low,Unemployed,Tier 1,2022-12-07,No
8230,31,Female,Medium,Unemployed,Tier 1,2025-01-03,No
8231,50,Male,Low,Salaried,Tier 3,2023-07-25,Yes
8232,26,Male,Low,Business,Tier 2,2022-09-02,No
8233,44,Female,Low,Unemployed,Tier 1,2023-05-11,No
8234,41,Male,High,Salaried,Tier 1,2020-07-17,No
8235,30,Male,Low,Business,Tier 1,2021-05-22,No
8236,43,Male,Medium,Self-Employed,Tier 2,2020-11-24,No
8237,46,Male,Medium,Student,Tier 3,2025-04-04,No
8238,60,Female,Low,Self-Employed,Tier 2,2025-05-15,No
8239,45,Female,Medium,Self-Employed,Tier 1,2025-03-31,No
8240,45,Female,Medium,Student,Tier 1,2020-05-03,No
8241,25,Female,High,Self-Employed,Tier 1,2020-07-18,No
8242,40,Male,Low,Self-Employed,Tier 3,2020-03-15,No
8243,46,Female,Low,Salaried,Tier 2,2025-06-11,No
8244,22,Female,Medium,Salaried,Tier 1,2020-06-05,No
8245,59,Male,Low,Business,Tier 1,2023-03-03,Yes
8246,24,Male,Low,Unemployed,Tier 2,2020-11-07,No
8247,59,Male,Low,Business,Tier 2,2023-02-17,No
8248,53,Female,Medium,Salaried,Tier 1,2022-11-01,Yes
8249,58,Male,Low,Salaried,Tier 2,2024-11-05,No
8250,44,Male,Medium,Student,Tier 2,2025-01-04,No
8251,63,Male,High,Student,Tier 2,2025-06-13,No
8252,19,Female,Medium,Salaried,Tier 3,2024-07-01,No
8253,42,Female,Low,Self-Employed,Tier 1,2025-04-15,No
8254,26,Female,Medium,Business,Tier 3,2024-04-17,Yes
8255,44,Female,Low,Salaried,Tier 2,2023-02-17,No
8256,18,Female,Low,Salaried,Tier 1,2024-11-26,No
8257,40,Female,Low,Student,Tier 3,2020-03-23,No
8258,27,Female,Low,Business,Tier 2,2021-11-23,No
8259,59,Male,Medium,Business,Tier 3,2023-06-05,No
8260,42,Male,High,Unemployed,Tier 1,2022-10-14,Yes
8261,20,Male,High,Salaried,Tier 2,2024-12-15,No
8262,23,Female,Low,Unemployed,Tier 3,2020-07-04,No
8263,23,Female,Medium,Student,Tier 1,2025-02-19,No
8264,19,Male,Low,Unemployed,Tier 2,2023-05-19,Yes
8265,35,Male,Medium,Self-Employed,Tier 3,2024-11-19,No
8266,40,Female,Low,Salaried,Tier 2,2025-04-03,No
8267,19,Female,High,Salaried,Tier 3,2020-02-12,No
8268,29,Female,High,Business,Tier 2,2024-03-12,No
8269,39,Female,Low,Unemployed,Tier 1,2020-03-13,No
8270,54,Female,Medium,Business,Tier 2,2025-05-18,No
8271,37,Female,Medium,Unemployed,Tier 1,2025-02-20,No
8272,56,Female,Medium,Unemployed,Tier 1,2022-11-08,No
8273,41,Female,Medium,Student,Tier 2,2020-06-13,No
8274,37,Male,Medium,Unemployed,Tier 1,2020-09-23,No
8275,18,Female,High,Business,Tier 1,2024-01-03,No
8276,18,Female,Medium,Unemployed,Tier 1,2023-02-25,No
8277,34,Female,Medium,Unemployed,Tier 2,2025-04-28,No
8278,18,Male,High,Salaried,Tier 2,2022-05-16,No
8279,62,Male,High,Salaried,Tier 2,2024-01-16,No
8280,47,Female,Low,Salaried,Tier 1,2023-08-17,No
8281,58,Male,Low,Self-Employed,Tier 1,2023-09-03,No
8282,64,Male,Medium,Salaried,Tier 1,2025-03-01,No
8283,20,Male,High,Self-Employed,Tier 1,2021-10-15,Yes
8284,63,Female,Low,Self-Employed,Tier 2,2025-06-19,No
8285,28,Female,Medium,Business,Tier 1,2020-02-03,No
8286,41,Female,Low,Salaried,Tier 2,2020-04-07,Yes
8287,39,Female,Medium,Unemployed,Tier 2,2023-05-18,No
8288,61,Female,High,Student,Tier 1,2020-11-11,No
8289,62,Female,Medium,Unemployed,Tier 1,2023-09-05,No
8290,43,Female,Medium,Salaried,Tier 2,2021-12-10,Yes
8291,30,Male,High,Unemployed,Tier 2,2023-12-29,No
8292,18,Female,Low,Salaried,Tier 3,2023-07-03,Yes
8293,41,Female,High,Salaried,Tier 1,2024-04-26,No
8294,27,Female,Low,Unemployed,Tier 3,2021-02-08,No
8295,52,Female,Medium,Self-Employed,Tier 1,2021-09-07,No
8296,41,Female,Medium,Business,Tier 1,2025-04-08,Yes
8297,45,Female,Medium,Business,Tier 1,2025-01-31,No
8298,53,Female,High,Business,Tier 1,2024-01-17,No
8299,33,Female,High,Business,Tier 2,2022-05-31,No
8300,57,Male,High,Student,Tier 1,2023-04-27,No
8301,33,Male,Low,Salaried,Tier 2,2025-04-11,Yes
8302,34,Female,Low,Student,Tier 1,2022-04-13,No
8303,32,Female,Medium,Business,Tier 1,2022-05-04,No
8304,33,Male,High,Business,Tier 3,2024-05-16,Yes
8305,32,Female,Medium,Unemployed,Tier 2,2025-04-23,No
8306,51,Female,High,Business,Tier 2,2023-11-12,No
8307,28,Male,High,Salaried,Tier 1,2023-03-12,No
8308,18,Female,Medium,Business,Tier 1,2023-05-30,No
8309,32,Female,High,Business,Tier 2,2021-03-15,No
8310,43,Female,High,Student,Tier 3,2021-06-15,No
8311,21,Male,High,Salaried,Tier 1,2023-07-27,No
8312,60,Male,Medium,Self-Employed,Tier 2,2022-02-15,No
8313,22,Female,High,Unemployed,Tier 3,2023-06-25,No
8314,52,Male,Low,Self-Employed,Tier 3,2020-04-25,No
8315,30,Male,Medium,Student,Tier 3,2021-02-08,Yes
8316,27,Male,Low,Business,Tier 3,2023-07-02,No
8317,28,Female,Low,Unemployed,Tier 1,2020-10-23,No
8318,35,Male,High,Salaried,Tier 3,2024-03-28,Yes
8319,51,Male,Medium,Unemployed,Tier 3,2022-06-19,No
8320,56,Male,Low,Student,Tier 2,2025-06-06,Yes
8321,58,Female,Low,Business,Tier 1,2021-07-11,No
8322,59,Male,High,Student,Tier 2,2020-11-29,No
8323,40,Male,High,Salaried,Tier 1,2024-11-12,No
8324,24,Female,Low,Self-Employed,Tier 2,2022-12-30,No
8325,56,Male,High,Business,Tier 2,2022-08-23,No
8326,20,Male,Low,Business,Tier 2,2020-02-28,No
8327,29,Male,Medium,Student,Tier 3,2021-12-16,Yes
8328,24,Female,Medium,Student,Tier 2,2022-10-02,No
8329,43,Female,High,Student,Tier 2,2022-12-10,Yes
8330,50,Male,High,Business,Tier 3,2020-01-16,Yes
8331,54,Male,Low,Student,Tier 2,2024-03-07,No
8332,32,Male,Medium,Unemployed,Tier 2,2020-02-20,No
8333,19,Male,Low,Unemployed,Tier 2,2024-10-25,No
8334,58,Male,Medium,Unemployed,Tier 2,2023-02-25,No
8335,24,Male,Medium,Business,Tier 3,2023-04-08,Yes
8336,49,Female,Low,Student,Tier 1,2024-12-07,No
8337,21,Male,Medium,Salaried,Tier 2,2024-05-22,Yes
8338,37,Male,Low,Student,Tier 1,2024-07-14,No
8339,53,Male,Medium,Business,Tier 3,2022-09-15,No
8340,49,Female,Medium,Unemployed,Tier 3,2023-04-18,No
8341,45,Male,Medium,Business,Tier 1,2022-01-07,Yes
8342,30,Female,High,Student,Tier 1,2025-06-15,No
8343,18,Male,Low,Business,Tier 2,2022-06-24,No
8344,52,Male,Medium,Salaried,Tier 3,2020-11-23,Yes
8345,47,Male,Medium,Business,Tier 1,2024-09-22,No
8346,53,Male,Low,Self-Employed,Tier 2,2022-07-20,No
8347,42,Male,Low,Business,Tier 1,2020-10-27,No
8348,33,Male,High,Student,Tier 3,2023-06-28,No
8349,36,Female,Medium,Self-Employed,Tier 2,2021-06-01,No
8350,18,Male,Medium,Unemployed,Tier 2,2020-09-18,Yes
8351,22,Male,Medium,Student,Tier 1,2020-03-31,No
8352,39,Male,High,Salaried,Tier 2,2020-07-12,No
8353,41,Female,Low,Business,Tier 1,2023-09-14,No
8354,60,Male,High,Business,Tier 2,2022-12-23,No
8355,62,Female,Low,Student,Tier 2,2023-08-10,No
8356,54,Male,Medium,Business,Tier 2,2025-06-11,No
8357,53,Male,Low,Business,Tier 3,2020-08-13,No
8358,53,Female,High,Unemployed,Tier 1,2021-03-20,No
8359,21,Female,Medium,Business,Tier 1,2020-11-29,No
8360,53,Male,Medium,Business,Tier 3,2025-06-16,No
8361,35,Female,Low,Unemployed,Tier 2,2022-12-22,No
8362,33,Female,Medium,Business,Tier 1,2025-03-17,No
8363,58,Male,Low,Unemployed,Tier 1,2021-05-11,No
8364,35,Male,Medium,Salaried,Tier 2,2024-05-25,Yes
8365,39,Male,High,Business,Tier 1,2024-04-04,No
8366,19,Female,Medium,Student,Tier 3,2024-01-22,No
8367,38,Male,Low,Self-Employed,Tier 2,2023-09-18,Yes
8368,53,Male,High,Salaried,Tier 3,2022-10-11,No
8369,61,Female,High,Business,Tier 3,2020-09-01,Yes
8370,56,Female,Medium,Student,Tier 2,2020-03-04,Yes
8371,64,Male,Medium,Self-Employed,Tier 2,2022-03-15,Yes
8372,56,Female,High,Unemployed,Tier 2,2025-03-14,No
8373,46,Female,Medium,Business,Tier 3,2022-07-20,No
8374,43,Female,Medium,Unemployed,Tier 2,2024-10-26,No
8375,38,Male,Medium,Salaried,Tier 1,2023-07-13,No
8376,34,Male,Low,Self-Employed,Tier 2,2020-06-10,No
8377,33,Male,High,Self-Employed,Tier 2,2022-12-04,No
8378,48,Female,Medium,Unemployed,Tier 1,2025-01-28,No
8379,26,Male,Medium,Unemployed,Tier 1,2024-12-09,No
8380,48,Male,Low,Salaried,Tier 1,2020-01-25,No
8381,31,Female,Low,Student,Tier 3,2025-04-02,No
8382,54,Female,Medium,Business,Tier 1,2020-10-26,No
8383,19,Male,Medium,Student,Tier 1,2023-06-02,Yes
8384,63,Female,Medium,Self-Employed,Tier 2,2020-03-14,No
8385,31,Male,Low,Business,Tier 3,2023-02-13,No
8386,50,Male,Low,Salaried,Tier 1,2020-05-31,No
8387,52,Male,Medium,Student,Tier 2,2021-08-03,Yes
8388,56,Female,Medium,Student,Tier 1,2024-10-03,Yes
8389,64,Female,Low,Business,Tier 1,2025-01-12,No
8390,37,Male,Low,Salaried,Tier 1,2023-01-19,No
8391,19,Male,High,Salaried,Tier 2,2024-05-04,Yes
8392,58,Male,Low,Student,Tier 2,2025-03-22,No
8393,36,Male,High,Student,Tier 1,2025-05-09,No
8394,54,Female,Low,Unemployed,Tier 1,2023-08-05,No
8395,35,Male,Medium,Business,Tier 1,2020-04-01,No
8396,33,Male,Low,Salaried,Tier 3,2022-05-21,No
8397,21,Female,High,Self-Employed,Tier 2,2022-01-16,No
8398,29,Male,Low,Business,Tier 2,2023-11-11,No
8399,46,Male,Low,Unemployed,Tier 2,2023-12-09,No
8400,24,Male,Low,Business,Tier 2,2022-04-07,No
8401,31,Male,High,Student,Tier 1,2024-04-13,No
8402,29,Male,High,Business,Tier 1,2023-04-10,Yes
8403,52,Female,Low,Business,Tier 1,2021-11-15,Yes
8404,22,Female,Low,Business,Tier 3,2021-01-06,No
8405,34,Female,Medium,Self-Employed,Tier 3,2024-03-01,No
8406,59,Female,High,Unemployed,Tier 2,2023-06-13,No
8407,49,Male,Medium,Business,Tier 1,2022-12-01,Yes
8408,27,Female,High,Business,Tier 1,2023-03-18,Yes
8409,60,Female,Low,Self-Employed,Tier 1,2022-03-10,Yes
8410,34,Female,Low,Salaried,Tier 2,2025-05-01,No
8411,22,Female,Low,Business,Tier 2,2021-12-25,Yes
8412,62,Female,Medium,Business,Tier 3,2024-09-06,No
8413,59,Female,Medium,Salaried,Tier 2,2021-09-02,No
8414,26,Female,Low,Business,Tier 1,2024-02-10,No
8415,50,Female,Low,Business,Tier 1,2020-04-29,No
8416,53,Male,Medium,Business,Tier 1,2025-01-12,No
8417,53,Female,Low,Unemployed,Tier 1,2024-04-01,No
8418,35,Male,Low,Student,Tier 3,2021-06-24,No
8419,26,Female,High,Unemployed,Tier 2,2020-02-17,Yes
8420,46,Female,Low,Salaried,Tier 1,2023-11-10,Yes
8421,31,Female,Low,Unemployed,Tier 1,2022-03-11,Yes
8422,42,Male,Medium,Unemployed,Tier 2,2023-02-25,No
8423,32,Male,High,Self-Employed,Tier 2,2024-03-05,No
8424,23,Female,Medium,Salaried,Tier 2,2024-01-10,No
8425,59,Male,Low,Salaried,Tier 1,2024-05-22,No
8426,46,Female,High,Salaried,Tier 2,2022-10-05,No
8427,32,Male,Medium,Unemployed,Tier 1,2020-02-08,No
8428,46,Male,Low,Salaried,Tier 2,2021-04-17,No
8429,21,Male,Medium,Self-Employed,Tier 1,2023-03-02,No
8430,35,Female,Medium,Business,Tier 1,2023-02-16,Yes
8431,61,Male,Medium,Unemployed,Tier 1,2020-11-19,Yes
8432,56,Male,High,Business,Tier 1,2020-02-21,No
8433,33,Female,Medium,Business,Tier 1,2022-08-05,No
8434,28,Male,High,Unemployed,Tier 3,2025-05-02,No
8435,31,Female,Medium,Unemployed,Tier 1,2022-07-21,No
8436,20,Female,Low,Salaried,Tier 2,2020-05-15,No
8437,59,Male,Medium,Self-Employed,Tier 2,2023-11-28,No
8438,55,Female,Low,Unemployed,Tier 1,2024-11-17,No
8439,62,Male,Low,Business,Tier 2,2020-06-17,No
8440,59,Male,Medium,Unemployed,Tier 3,2024-05-24,No
8441,35,Female,Medium,Self-Employed,Tier 1,2024-04-20,No
8442,37,Male,Low,Student,Tier 3,2024-12-28,No
8443,42,Male,Medium,Business,Tier 3,2021-05-31,Yes
8444,55,Female,Low,Student,Tier 3,2020-12-25,No
8445,30,Female,High,Student,Tier 1,2024-08-10,No
8446,21,Male,Low,Self-Employed,Tier 2,2023-06-14,No
8447,31,Female,Medium,Unemployed,Tier 2,2020-03-08,No
8448,50,Female,Medium,Student,Tier 1,2024-11-01,No
8449,45,Female,Medium,Salaried,Tier 2,2023-03-19,No
8450,54,Female,Low,Unemployed,Tier 3,2021-04-25,Yes
8451,25,Male,Medium,Business,Tier 3,2023-12-09,No
8452,61,Male,High,Unemployed,Tier 1,2025-05-14,No
8453,51,Female,Medium,Self-Employed,Tier 1,2020-08-08,No
8454,61,Male,Medium,Self-Employed,Tier 1,2020-09-17,No
8455,22,Female,Medium,Business,Tier 1,2020-09-22,No
8456,22,Female,Low,Business,Tier 2,2024-01-22,Yes
8457,48,Male,Low,Business,Tier 3,2024-07-07,No
8458,62,Male,High,Self-Employed,Tier 2,2021-11-07,No
8459,26,Male,High,Unemployed,Tier 3,2022-12-15,No
8460,59,Male,Medium,Student,Tier 1,2022-05-03,No
8461,49,Female,Medium,Student,Tier 2,2021-02-11,No
8462,50,Female,Low,Salaried,Tier 3,2021-04-13,No
8463,20,Male,Low,Self-Employed,Tier 3,2025-03-06,No
8464,47,Female,Medium,Business,Tier 3,2022-01-31,Yes
8465,29,Male,High,Unemployed,Tier 2,2020-08-30,No
8466,46,Male,Medium,Self-Employed,Tier 3,2025-04-19,No
8467,20,Male,Low,Salaried,Tier 2,2021-05-28,Yes
8468,43,Female,Low,Student,Tier 3,2024-08-05,No
8469,47,Female,Low,Unemployed,Tier 3,2023-04-07,No
8470,26,Male,Medium,Student,Tier 1,2021-07-28,No
8471,43,Male,High,Unemployed,Tier 3,2023-12-27,No
8472,19,Male,High,Business,Tier 1,2021-10-27,No
8473,20,Male,High,Unemployed,Tier 3,2025-02-28,No
8474,63,Female,Medium,Business,Tier 2,2022-02-05,No
8475,21,Female,Medium,Self-Employed,Tier 2,2024-05-20,No
8476,42,Male,High,Student,Tier 1,2025-03-24,No
8477,30,Male,Medium,Unemployed,Tier 1,2023-08-01,No
8478,56,Female,High,Unemployed,Tier 3,2021-03-29,No
8479,61,Male,Medium,Salaried,Tier 1,2020-07-06,No
8480,52,Female,Low,Student,Tier 3,2021-12-05,No
8481,40,Female,Medium,Self-Employed,Tier 2,2023-08-12,No
8482,26,Male,Low,Business,Tier 2,2024-03-26,No
8483,19,Female,Low,Self-Employed,Tier 2,2021-11-22,No
8484,58,Female,Low,Salaried,Tier 1,2023-11-06,No
8485,61,Female,High,Self-Employed,Tier 2,2023-09-28,Yes
8486,48,Female,Medium,Business,Tier 2,2021-08-24,No
8487,61,Male,Low,Student,Tier 3,2023-05-31,No
8488,64,Female,Low,Salaried,Tier 2,2020-11-30,No
8489,19,Female,Medium,Unemployed,Tier 1,2021-04-01,Yes
8490,49,Female,Medium,Unemployed,Tier 3,2024-01-11,Yes
8491,35,Male,Medium,Student,Tier 2,2022-01-07,Yes
8492,30,Male,Medium,Self-Employed,Tier 2,2024-06-26,No
8493,63,Male,Medium,Unemployed,Tier 3,2020-12-02,Yes
8494,22,Female,Low,Salaried,Tier 2,2020-12-20,No
8495,59,Male,Medium,Business,Tier 2,2020-12-21,No
8496,61,Male,Low,Self-Employed,Tier 2,2025-04-06,No
8497,27,Male,Low,Business,Tier 1,2020-08-19,Yes
8498,60,Female,Low,Self-Employed,Tier 2,2023-07-14,No
8499,42,Male,Medium,Salaried,Tier 1,2022-03-06,No
8500,51,Male,High,Business,Tier 2,2020-07-08,No
8501,54,Male,Medium,Salaried,Tier 1,2020-02-17,No
8502,47,Female,Medium,Business,Tier 1,2023-07-31,No
8503,24,Female,Medium,Self-Employed,Tier 3,2022-03-24,No
8504,23,Male,Low,Salaried,Tier 2,2025-06-06,No
8505,20,Male,Low,Self-Employed,Tier 2,2020-02-24,No
8506,30,Male,High,Self-Employed,Tier 2,2023-09-24,Yes
8507,20,Female,Low,Business,Tier 1,2020-04-28,No
8508,43,Female,Medium,Business,Tier 2,2022-10-22,No
8509,41,Male,Low,Salaried,Tier 3,2020-08-11,No
8510,23,Female,High,Unemployed,Tier 1,2022-01-17,No
8511,60,Male,High,Student,Tier 2,2020-07-21,No
8512,59,Female,Low,Business,Tier 1,2024-08-06,No
8513,29,Male,Medium,Self-Employed,Tier 1,2020-01-11,No
8514,53,Female,Low,Student,Tier 3,2020-09-15,No
8515,19,Male,Medium,Salaried,Tier 3,2025-05-28,No
8516,28,Female,Low,Student,Tier 1,2020-10-24,Yes
8517,56,Male,Low,Student,Tier 1,2021-10-30,Yes
8518,51,Male,Low,Unemployed,Tier 2,2023-05-05,No
8519,43,Male,High,Unemployed,Tier 3,2024-06-15,Yes
8520,35,Male,High,Student,Tier 1,2023-12-09,No
8521,38,Female,Low,Unemployed,Tier 2,2020-11-28,No
8522,53,Male,Medium,Unemployed,Tier 2,2020-06-01,No
8523,57,Female,Low,Student,Tier 1,2023-10-31,No
8524,63,Female,Low,Business,Tier 2,2020-05-13,No
8525,61,Male,High,Unemployed,Tier 1,2022-08-13,Yes
8526,39,Male,Low,Student,Tier 1,2020-04-25,No
8527,47,Male,Medium,Business,Tier 1,2022-12-26,Yes
8528,60,Male,Medium,Unemployed,Tier 1,2021-10-23,No
8529,47,Female,Low,Student,Tier 3,2023-07-03,No
8530,25,Female,Medium,Unemployed,Tier 2,2021-07-06,No
8531,51,Female,High,Business,Tier 3,2021-11-23,No
8532,64,Female,Medium,Student,Tier 2,2020-07-06,No
8533,26,Male,Low,Business,Tier 1,2020-02-08,No
8534,37,Female,High,Self-Employed,Tier 1,2025-01-20,No
8535,57,Male,High,Salaried,Tier 3,2021-04-24,No
8536,42,Male,Low,Self-Employed,Tier 1,2022-07-14,No
8537,36,Female,Low,Unemployed,Tier 2,2023-09-12,No
8538,22,Female,Low,Business,Tier 2,2021-12-29,No
8539,28,Female,Low,Student,Tier 1,2023-02-27,No
8540,32,Female,Medium,Business,Tier 1,2022-02-14,No
8541,25,Female,Low,Unemployed,Tier 1,2024-07-07,Yes
8542,36,Female,Low,Student,Tier 1,2020-03-03,No
8543,40,Male,Low,Self-Employed,Tier 1,2022-08-12,No
8544,44,Male,Medium,Business,Tier 2,2020-04-06,No
8545,57,Male,Medium,Salaried,Tier 2,2023-12-06,No
8546,49,Female,Medium,Unemployed,Tier 2,2025-02-08,No
8547,43,Male,Low,Unemployed,Tier 1,2025-05-11,No
8548,44,Male,Medium,Business,Tier 2,2021-06-13,No
8549,36,Male,Low,Self-Employed,Tier 1,2024-01-09,No
8550,59,Male,High,Self-Employed,Tier 3,2024-10-06,No
8551,46,Male,Low,Salaried,Tier 2,2021-12-25,No
8552,56,Male,Low,Salaried,Tier 1,2024-06-20,Yes
8553,58,Female,Low,Business,Tier 1,2024-12-19,No
8554,50,Female,Low,Student,Tier 2,2022-10-17,No
8555,36,Female,Low,Self-Employed,Tier 2,2025-06-07,No
8556,54,Male,Medium,Student,Tier 1,2020-08-23,No
8557,36,Female,High,Student,Tier 2,2025-03-30,No
8558,50,Female,Low,Business,Tier 1,2024-08-30,No
8559,64,Male,Medium,Salaried,Tier 1,2024-05-14,No
8560,33,Female,Medium,Student,Tier 1,2023-01-13,Yes
8561,40,Male,Low,Business,Tier 3,2024-12-01,No
8562,24,Female,Low,Salaried,Tier 1,2020-12-20,No
8563,43,Male,Low,Student,Tier 3,2023-11-26,No
8564,49,Male,High,Student,Tier 2,2023-04-04,No
8565,29,Female,High,Salaried,Tier 1,2023-06-05,No
8566,25,Male,Low,Salaried,Tier 3,2023-10-22,No
8567,22,Female,Low,Unemployed,Tier 2,2022-07-13,No
8568,59,Male,Medium,Unemployed,Tier 1,2023-12-04,No
8569,45,Female,Medium,Business,Tier 2,2022-12-19,No
8570,22,Female,Medium,Business,Tier 3,2020-06-12,No
8571,43,Male,Low,Self-Employed,Tier 3,2023-06-07,Yes
8572,22,Female,High,Unemployed,Tier 2,2022-05-31,No
8573,39,Female,Medium,Salaried,Tier 2,2021-08-16,Yes
8574,32,Female,Low,Unemployed,Tier 1,2023-03-26,No
8575,30,Male,Medium,Business,Tier 3,2022-10-14,No
8576,45,Male,Low,Business,Tier 1,2022-07-15,No
8577,50,Female,Low,Business,Tier 1,2024-09-22,No
8578,60,Female,Medium,Salaried,Tier 3,2022-05-23,No
8579,40,Male,Low,Student,Tier 1,2022-06-27,No
8580,50,Male,Medium,Business,Tier 2,2024-11-14,No
8581,60,Female,Low,Unemployed,Tier 2,2023-10-29,Yes
8582,35,Male,Medium,Student,Tier 3,2023-06-19,No
8583,47,Male,Low,Unemployed,Tier 1,2024-10-23,No
8584,43,Female,Medium,Business,Tier 2,2025-06-13,No
8585,33,Male,Low,Salaried,Tier 1,2022-06-09,No
8586,30,Male,Low,Student,Tier 1,2023-04-06,Yes
8587,56,Male,Medium,Student,Tier 3,2020-04-30,No
8588,50,Female,Medium,Business,Tier 2,2022-08-23,Yes
8589,43,Male,Medium,Business,Tier 1,2020-01-02,No
8590,18,Female,Medium,Business,Tier 1,2020-04-27,No
8591,55,Male,High,Self-Employed,Tier 1,2024-07-29,No
8592,19,Male,Low,Salaried,Tier 2,2025-02-08,No
8593,23,Female,Medium,Salaried,Tier 1,2021-09-30,No
8594,63,Female,Medium,Business,Tier 1,2024-11-11,No
8595,55,Female,Medium,Self-Employed,Tier 1,2024-03-10,No
8596,59,Female,Medium,Business,Tier 3,2021-01-08,Yes
8597,41,Male,High,Business,Tier 2,2023-02-05,No
8598,35,Female,Medium,Salaried,Tier 2,2023-08-15,No
8599,44,Female,High,Self-Employed,Tier 1,2023-12-27,Yes
8600,58,Female,Low,Salaried,Tier 2,2020-04-21,No
8601,25,Male,Medium,Business,Tier 3,2023-11-30,No
8602,45,Male,Low,Unemployed,Tier 2,2025-06-16,No
8603,27,Female,Low,Student,Tier 1,2021-05-14,No
8604,34,Female,Medium,Business,Tier 3,2021-11-05,No
8605,46,Female,Medium,Self-Employed,Tier 2,2024-12-15,No
8606,23,Female,Low,Unemployed,Tier 1,2025-04-07,No
8607,31,Male,Low,Self-Employed,Tier 2,2022-11-08,No
8608,39,Female,Medium,Business,Tier 1,2024-11-03,No
8609,23,Male,Medium,Business,Tier 1,2022-11-09,No
8610,43,Female,Low,Student,Tier 3,2024-11-11,No
8611,56,Female,Low,Self-Employed,Tier 2,2022-02-10,Yes
8612,29,Male,Medium,Unemployed,Tier 3,2021-07-14,No
8613,52,Female,Medium,Student,Tier 3,2024-03-09,No
8614,31,Female,Low,Self-Employed,Tier 2,2020-06-02,No
8615,39,Female,Low,Business,Tier 2,2024-03-18,No
8616,40,Female,Low,Student,Tier 3,2022-03-30,No
8617,24,Male,High,Business,Tier 2,2024-02-10,No
8618,57,Female,Medium,Salaried,Tier 1,2021-01-18,Yes
8619,42,Female,Low,Salaried,Tier 3,2022-03-14,Yes
8620,30,Male,High,Student,Tier 1,2021-11-11,No
8621,38,Female,Low,Student,Tier 1,2023-05-06,No
8622,58,Male,Low,Self-Employed,Tier 1,2020-06-27,No
8623,27,Female,High,Unemployed,Tier 3,2021-09-06,No
8624,26,Female,High,Unemployed,Tier 3,2024-10-20,No
8625,32,Female,Medium,Salaried,Tier 2,2024-03-31,No
8626,19,Male,Medium,Salaried,Tier 1,2020-02-16,No
8627,42,Male,Low,Salaried,Tier 1,2025-02-14,No
8628,30,Female,High,Business,Tier 2,2021-07-11,No
8629,51,Male,Medium,Unemployed,Tier 1,2024-06-23,No
8630,51,Female,Low,Student,Tier 2,2020-07-01,No
8631,52,Male,Medium,Salaried,Tier 2,2020-12-19,No
8632,55,Female,High,Self-Employed,Tier 2,2021-05-01,No
8633,20,Male,High,Student,Tier 2,2020-08-03,No
8634,59,Female,Medium,Student,Tier 1,2022-06-10,No
8635,23,Male,Medium,Student,Tier 2,2023-12-17,No
8636,36,Male,Low,Unemployed,Tier 1,2024-07-27,No
8637,20,Male,Medium,Salaried,Tier 1,2022-05-01,No
8638,35,Male,Medium,Self-Employed,Tier 2,2022-04-08,No
8639,56,Female,Low,Business,Tier 1,2022-10-29,No
8640,26,Female,High,Self-Employed,Tier 1,2022-10-05,No
8641,29,Male,High,Self-Employed,Tier 1,2023-05-21,No
8642,22,Female,Low,Self-Employed,Tier 2,2023-03-08,Yes
8643,20,Male,High,Business,Tier 1,2022-10-04,No
8644,28,Female,Medium,Self-Employed,Tier 1,2022-01-03,Yes
8645,47,Male,Medium,Self-Employed,Tier 1,2020-11-16,No
8646,21,Female,High,Salaried,Tier 2,2020-03-31,Yes
8647,22,Female,Low,Salaried,Tier 2,2025-03-28,Yes
8648,18,Male,Medium,Salaried,Tier 2,2020-11-10,Yes
8649,44,Male,Low,Student,Tier 2,2020-04-21,No
8650,45,Male,Medium,Self-Employed,Tier 2,2023-02-10,No
8651,46,Male,Medium,Unemployed,Tier 3,2024-09-29,No
8652,35,Male,Low,Unemployed,Tier 1,2021-01-08,No
8653,29,Female,Low,Unemployed,Tier 2,2023-07-10,No
8654,30,Male,Low,Business,Tier 2,2021-01-02,No
8655,58,Female,Low,Salaried,Tier 2,2021-01-12,No
8656,19,Male,Low,Salaried,Tier 2,2022-04-08,Yes
8657,54,Female,Medium,Salaried,Tier 3,2022-04-04,No
8658,62,Female,High,Business,Tier 3,2025-02-20,Yes
8659,33,Male,High,Self-Employed,Tier 2,2021-11-04,No
8660,41,Male,High,Student,Tier 2,2024-06-07,No
8661,52,Female,High,Salaried,Tier 3,2021-07-10,No
8662,39,Female,Low,Self-Employed,Tier 2,2022-12-04,No
8663,53,Male,Medium,Unemployed,Tier 3,2023-07-18,No
8664,28,Female,Medium,Student,Tier 2,2021-05-09,No
8665,63,Female,Low,Unemployed,Tier 1,2025-04-12,No
8666,46,Female,Medium,Self-Employed,Tier 2,2021-12-22,Yes
8667,52,Female,Medium,Self-Employed,Tier 2,2021-11-16,No
8668,32,Female,High,Unemployed,Tier 3,2020-09-03,No
8669,48,Female,Medium,Student,Tier 3,2020-06-22,Yes
8670,59,Male,High,Unemployed,Tier 3,2020-02-05,No
8671,58,Male,Low,Unemployed,Tier 2,2020-10-28,No
