customer_id,age,gender,income_bracket,income_range,occupation,city_tier,join_date,churn_flag,age_group
7546,42,Male,Low,2-4 Lakh,Student,Tier 1,7/19/2023,No,Family Stage
7547,61,Female,Medium,4-8 Lakh,Unemployed,Tier 3,4/2/2020,No,Pre-Retirement
7548,29,Female,Low,2-4 Lakh,Student,Tier 1,3/11/2025,No,Early Career
7549,43,Male,Medium,4-8 Lakh,Student,Tier 1,3/27/2024,No,Family Stage
7550,54,Male,Medium,4-8 Lakh,Unemployed,Tier 1,11/8/2024,No,Family Stage
7551,50,Male,High,8+ Lakh,Self-Employed,Tier 2,4/30/2020,No,Family Stage
7552,45,Female,Low,2-4 Lakh,Salaried,Tier 1,3/27/2021,No,Family Stage
7553,26,Female,Medium,4-8 Lakh,Business,Tier 3,8/24/2021,No,Early Career
7554,29,Male,Low,2-4 Lakh,Unemployed,Tier 1,6/18/2022,No,Early Career
7555,22,Female,High,8+ Lakh,Unemployed,Tier 2,8/9/2021,No,Student
7556,45,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,9/7/2023,No,Family Stage
7557,52,Male,Low,2-4 Lakh,Salaried,Tier 1,11/20/2022,No,Family Stage
7558,22,Male,Low,2-4 Lakh,Unemployed,Tier 3,8/9/2022,No,Student
7559,51,Male,High,8+ Lakh,Business,Tier 2,12/28/2023,No,Family Stage
7560,63,Male,High,8+ Lakh,Salaried,Tier 2,12/7/2021,No,Pre-Retirement
7561,51,Male,High,8+ Lakh,Unemployed,Tier 1,8/23/2021,Yes,Family Stage
7562,30,Male,High,8+ Lakh,Unemployed,Tier 3,9/1/2021,Yes,Mid Career
7563,56,Male,High,8+ Lakh,Student,Tier 1,5/8/2020,Yes,Pre-Retirement
7564,59,Male,Medium,4-8 Lakh,Student,Tier 2,3/28/2021,Yes,Pre-Retirement
7565,62,Male,Low,2-4 Lakh,Unemployed,Tier 3,3/17/2022,No,Pre-Retirement
7566,31,Male,Low,2-4 Lakh,Self-Employed,Tier 1,3/11/2021,No,Mid Career
7567,28,Female,Medium,4-8 Lakh,Student,Tier 1,6/18/2024,No,Early Career
7568,59,Female,Medium,4-8 Lakh,Unemployed,Tier 2,8/26/2024,No,Pre-Retirement
7569,55,Male,Medium,4-8 Lakh,Salaried,Tier 1,5/21/2021,No,Pre-Retirement
7570,21,Female,Low,2-4 Lakh,Business,Tier 3,6/9/2025,No,Student
7571,50,Female,Medium,4-8 Lakh,Student,Tier 1,10/31/2024,No,Family Stage
7572,24,Female,Low,2-4 Lakh,Unemployed,Tier 2,10/13/2021,No,Early Career
7573,58,Female,Medium,4-8 Lakh,Student,Tier 1,9/2/2023,No,Pre-Retirement
7574,25,Female,Medium,4-8 Lakh,Salaried,Tier 1,1/27/2024,No,Early Career
7575,54,Female,Low,2-4 Lakh,Self-Employed,Tier 1,9/13/2023,No,Family Stage
7576,27,Male,High,8+ Lakh,Unemployed,Tier 1,6/25/2022,No,Early Career
7577,60,Male,Medium,4-8 Lakh,Salaried,Tier 1,4/18/2020,No,Pre-Retirement
7578,32,Female,High,8+ Lakh,Business,Tier 2,6/9/2021,No,Mid Career
7579,55,Female,Low,2-4 Lakh,Unemployed,Tier 1,2/7/2024,No,Pre-Retirement
7580,32,Male,Low,2-4 Lakh,Business,Tier 1,8/7/2022,Yes,Mid Career
7581,22,Female,Low,2-4 Lakh,Self-Employed,Tier 1,1/26/2021,No,Student
7582,46,Female,Low,2-4 Lakh,Unemployed,Tier 1,11/3/2021,No,Family Stage
7583,36,Female,Low,2-4 Lakh,Unemployed,Tier 2,7/25/2024,No,Mid Career
7584,27,Female,Low,2-4 Lakh,Salaried,Tier 2,2/10/2023,Yes,Early Career
7585,29,Female,High,8+ Lakh,Student,Tier 3,8/2/2023,No,Early Career
7586,21,Male,High,8+ Lakh,Unemployed,Tier 1,5/1/2022,No,Student
7587,48,Male,High,8+ Lakh,Self-Employed,Tier 1,8/28/2021,Yes,Family Stage
7588,35,Female,High,8+ Lakh,Unemployed,Tier 1,12/12/2020,No,Mid Career
7589,33,Male,Medium,4-8 Lakh,Unemployed,Tier 1,6/12/2024,No,Mid Career
7590,57,Female,Medium,4-8 Lakh,Unemployed,Tier 3,4/1/2022,No,Pre-Retirement
7591,53,Female,Low,2-4 Lakh,Unemployed,Tier 2,7/27/2024,Yes,Family Stage
7592,42,Female,Low,2-4 Lakh,Self-Employed,Tier 2,7/8/2023,No,Family Stage
7593,40,Female,Medium,4-8 Lakh,Salaried,Tier 1,12/18/2021,No,Family Stage
7594,29,Female,High,8+ Lakh,Student,Tier 3,11/2/2020,Yes,Early Career
7595,51,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,6/28/2022,No,Family Stage
7596,53,Female,High,8+ Lakh,Self-Employed,Tier 2,11/23/2022,No,Family Stage
7597,54,Female,Low,2-4 Lakh,Business,Tier 3,6/17/2020,No,Family Stage
7598,20,Female,Medium,4-8 Lakh,Student,Tier 3,9/30/2023,Yes,Student
7599,26,Male,Medium,4-8 Lakh,Salaried,Tier 1,5/12/2025,Yes,Early Career
7600,35,Female,High,8+ Lakh,Salaried,Tier 1,3/15/2023,Yes,Mid Career
7601,60,Male,High,8+ Lakh,Business,Tier 1,6/15/2021,No,Pre-Retirement
7602,52,Male,Medium,4-8 Lakh,Business,Tier 2,6/30/2024,Yes,Family Stage
7603,51,Female,Low,2-4 Lakh,Self-Employed,Tier 1,7/29/2024,No,Family Stage
7604,58,Male,Low,2-4 Lakh,Salaried,Tier 3,6/21/2021,Yes,Pre-Retirement
7605,31,Female,Low,2-4 Lakh,Salaried,Tier 2,6/23/2023,No,Mid Career
7606,21,Female,High,8+ Lakh,Salaried,Tier 3,9/26/2023,No,Student
7607,46,Female,Low,2-4 Lakh,Self-Employed,Tier 2,8/17/2024,No,Family Stage
7608,58,Female,Low,2-4 Lakh,Salaried,Tier 3,7/16/2022,No,Pre-Retirement
7609,62,Male,Low,2-4 Lakh,Unemployed,Tier 1,4/26/2024,No,Pre-Retirement
7610,32,Male,High,8+ Lakh,Business,Tier 3,11/20/2021,No,Mid Career
7611,45,Female,Medium,4-8 Lakh,Business,Tier 2,1/9/2023,No,Family Stage
7612,59,Male,Medium,4-8 Lakh,Business,Tier 2,11/19/2021,No,Pre-Retirement
7613,33,Male,Low,2-4 Lakh,Business,Tier 1,12/5/2021,No,Mid Career
7614,29,Male,Low,2-4 Lakh,Unemployed,Tier 3,7/9/2020,Yes,Early Career
7615,22,Female,Low,2-4 Lakh,Student,Tier 1,10/9/2020,Yes,Student
7616,51,Male,High,8+ Lakh,Salaried,Tier 3,11/16/2024,No,Family Stage
7617,59,Male,High,8+ Lakh,Business,Tier 2,6/23/2024,No,Pre-Retirement
7618,18,Male,Medium,4-8 Lakh,Salaried,Tier 3,8/28/2022,No,Student
7619,56,Female,Low,2-4 Lakh,Salaried,Tier 3,5/3/2021,Yes,Pre-Retirement
7620,49,Male,High,8+ Lakh,Unemployed,Tier 2,11/24/2022,Yes,Family Stage
7621,43,Male,Medium,4-8 Lakh,Salaried,Tier 2,8/10/2023,No,Family Stage
7622,34,Female,Low,2-4 Lakh,Business,Tier 1,3/16/2022,Yes,Mid Career
7623,44,Male,Low,2-4 Lakh,Salaried,Tier 1,2/11/2020,No,Family Stage
7624,41,Female,Medium,4-8 Lakh,Unemployed,Tier 2,6/18/2020,No,Family Stage
7625,52,Female,Medium,4-8 Lakh,Business,Tier 1,5/22/2025,Yes,Family Stage
7626,63,Female,High,8+ Lakh,Unemployed,Tier 1,10/3/2022,No,Pre-Retirement
7627,59,Female,High,8+ Lakh,Self-Employed,Tier 1,5/11/2024,No,Pre-Retirement
7628,56,Female,Low,2-4 Lakh,Student,Tier 1,5/17/2022,Yes,Pre-Retirement
7629,43,Female,Medium,4-8 Lakh,Salaried,Tier 2,7/19/2021,No,Family Stage
7630,55,Male,Low,2-4 Lakh,Salaried,Tier 1,11/18/2023,No,Pre-Retirement
7631,40,Female,Medium,4-8 Lakh,Salaried,Tier 3,4/26/2023,Yes,Family Stage
7632,39,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,8/12/2023,No,Mid Career
7633,21,Male,Medium,4-8 Lakh,Student,Tier 1,1/19/2021,No,Student
7634,26,Female,High,8+ Lakh,Unemployed,Tier 1,3/26/2025,No,Early Career
7635,21,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,8/20/2021,No,Student
7636,24,Male,High,8+ Lakh,Self-Employed,Tier 2,12/23/2022,Yes,Early Career
7637,40,Male,Low,2-4 Lakh,Business,Tier 1,3/21/2020,No,Family Stage
7638,19,Female,Low,2-4 Lakh,Self-Employed,Tier 2,2/18/2022,Yes,Student
7639,41,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,4/23/2023,No,Family Stage
7640,57,Male,High,8+ Lakh,Salaried,Tier 1,4/5/2021,Yes,Pre-Retirement
7641,48,Female,Low,2-4 Lakh,Business,Tier 2,9/30/2023,No,Family Stage
7642,64,Male,Low,2-4 Lakh,Unemployed,Tier 3,4/10/2024,No,Pre-Retirement
7643,48,Male,Medium,4-8 Lakh,Student,Tier 1,8/25/2020,Yes,Family Stage
7644,64,Male,Medium,4-8 Lakh,Unemployed,Tier 1,8/12/2023,Yes,Pre-Retirement
7645,57,Female,High,8+ Lakh,Business,Tier 2,3/16/2025,No,Pre-Retirement
7646,60,Male,Medium,4-8 Lakh,Salaried,Tier 3,2/19/2024,No,Pre-Retirement
7647,51,Male,High,8+ Lakh,Student,Tier 2,10/24/2023,No,Family Stage
7648,41,Female,Medium,4-8 Lakh,Unemployed,Tier 1,10/25/2020,No,Family Stage
7649,43,Female,Low,2-4 Lakh,Student,Tier 2,1/6/2022,No,Family Stage
7650,33,Female,Medium,4-8 Lakh,Student,Tier 3,4/19/2022,No,Mid Career
7651,64,Male,Medium,4-8 Lakh,Student,Tier 1,4/16/2025,No,Pre-Retirement
7652,30,Female,High,8+ Lakh,Self-Employed,Tier 2,1/18/2023,No,Mid Career
7653,32,Female,Low,2-4 Lakh,Business,Tier 1,1/3/2024,No,Mid Career
7654,44,Female,Low,2-4 Lakh,Business,Tier 2,6/12/2021,No,Family Stage
7655,21,Male,Low,2-4 Lakh,Salaried,Tier 1,3/28/2020,No,Student
7656,33,Female,Medium,4-8 Lakh,Unemployed,Tier 1,1/24/2020,No,Mid Career
7657,47,Female,Low,2-4 Lakh,Salaried,Tier 2,11/27/2020,No,Family Stage
7658,61,Female,Medium,4-8 Lakh,Unemployed,Tier 1,10/24/2024,Yes,Pre-Retirement
7659,47,Female,High,8+ Lakh,Student,Tier 3,12/17/2022,No,Family Stage
7660,53,Female,Medium,4-8 Lakh,Unemployed,Tier 1,4/8/2021,No,Family Stage
7661,20,Male,Medium,4-8 Lakh,Unemployed,Tier 2,9/28/2022,No,Student
7662,39,Male,High,8+ Lakh,Student,Tier 1,7/7/2020,No,Mid Career
7663,39,Female,Medium,4-8 Lakh,Salaried,Tier 2,1/27/2024,No,Mid Career
7664,29,Female,Low,2-4 Lakh,Unemployed,Tier 3,8/9/2020,Yes,Early Career
7665,38,Female,Low,2-4 Lakh,Salaried,Tier 1,5/1/2025,Yes,Mid Career
7666,21,Male,Medium,4-8 Lakh,Salaried,Tier 3,8/20/2022,No,Student
7667,48,Male,Low,2-4 Lakh,Business,Tier 2,12/18/2020,No,Family Stage
7668,61,Male,Medium,4-8 Lakh,Student,Tier 2,12/10/2022,No,Pre-Retirement
7669,48,Male,High,8+ Lakh,Student,Tier 1,1/16/2023,No,Family Stage
7670,40,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,8/9/2020,Yes,Family Stage
7671,37,Female,Low,2-4 Lakh,Salaried,Tier 1,5/2/2021,No,Mid Career
7672,32,Female,Low,2-4 Lakh,Self-Employed,Tier 3,5/9/2022,Yes,Mid Career
7673,40,Female,High,8+ Lakh,Student,Tier 3,5/28/2022,No,Family Stage
7674,45,Male,High,8+ Lakh,Student,Tier 2,6/15/2020,No,Family Stage
7675,33,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,9/25/2024,No,Mid Career
7676,54,Male,Low,2-4 Lakh,Student,Tier 1,6/19/2025,No,Family Stage
7677,38,Male,Medium,4-8 Lakh,Student,Tier 3,4/10/2020,No,Mid Career
7678,32,Female,Low,2-4 Lakh,Business,Tier 2,10/3/2024,Yes,Mid Career
7679,34,Male,Low,2-4 Lakh,Unemployed,Tier 1,12/18/2023,Yes,Mid Career
7680,54,Male,Low,2-4 Lakh,Business,Tier 2,6/8/2021,No,Family Stage
7681,30,Female,Medium,4-8 Lakh,Unemployed,Tier 2,3/16/2023,No,Mid Career
7682,36,Male,Low,2-4 Lakh,Business,Tier 2,7/9/2023,No,Mid Career
7683,47,Male,Low,2-4 Lakh,Business,Tier 2,3/15/2023,No,Family Stage
7684,62,Female,Low,2-4 Lakh,Salaried,Tier 1,5/2/2021,No,Pre-Retirement
7685,35,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,3/24/2024,Yes,Mid Career
7686,31,Male,Medium,4-8 Lakh,Business,Tier 3,3/21/2020,No,Mid Career
7687,53,Female,Low,2-4 Lakh,Salaried,Tier 1,8/2/2021,No,Family Stage
7688,53,Male,High,8+ Lakh,Business,Tier 3,4/1/2022,No,Family Stage
7689,37,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,2/23/2023,No,Mid Career
7690,36,Male,Low,2-4 Lakh,Salaried,Tier 1,5/4/2024,No,Mid Career
7691,62,Male,Low,2-4 Lakh,Unemployed,Tier 1,5/24/2024,No,Pre-Retirement
7692,61,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,3/8/2023,No,Pre-Retirement
7693,24,Female,Low,2-4 Lakh,Student,Tier 1,5/28/2025,No,Early Career
7694,61,Male,Low,2-4 Lakh,Salaried,Tier 1,6/4/2022,No,Pre-Retirement
7695,21,Female,Medium,4-8 Lakh,Student,Tier 3,9/1/2024,No,Student
7696,51,Male,Medium,4-8 Lakh,Salaried,Tier 3,8/24/2021,No,Family Stage
7697,19,Female,Medium,4-8 Lakh,Unemployed,Tier 3,3/8/2023,No,Student
7698,22,Male,Medium,4-8 Lakh,Salaried,Tier 3,3/12/2020,No,Student
7699,27,Male,High,8+ Lakh,Business,Tier 3,9/1/2020,No,Early Career
7700,49,Male,Low,2-4 Lakh,Student,Tier 3,8/1/2021,Yes,Family Stage
7701,59,Male,Low,2-4 Lakh,Student,Tier 2,10/3/2021,No,Pre-Retirement
7702,58,Male,High,8+ Lakh,Salaried,Tier 2,5/18/2023,No,Pre-Retirement
7703,30,Female,Medium,4-8 Lakh,Business,Tier 1,7/12/2020,No,Mid Career
7704,56,Female,Medium,4-8 Lakh,Business,Tier 2,6/21/2021,No,Pre-Retirement
7705,22,Male,Low,2-4 Lakh,Salaried,Tier 1,11/27/2020,No,Student
7706,27,Male,Low,2-4 Lakh,Self-Employed,Tier 3,3/14/2024,No,Early Career
7707,27,Female,Low,2-4 Lakh,Unemployed,Tier 2,10/19/2020,No,Early Career
7708,55,Female,Medium,4-8 Lakh,Salaried,Tier 3,12/30/2021,No,Pre-Retirement
7709,44,Female,Low,2-4 Lakh,Business,Tier 1,2/5/2020,No,Family Stage
7710,38,Female,Medium,4-8 Lakh,Unemployed,Tier 2,3/31/2024,No,Mid Career
7711,25,Female,Medium,4-8 Lakh,Salaried,Tier 2,1/6/2023,No,Early Career
7712,18,Male,Low,2-4 Lakh,Unemployed,Tier 3,1/31/2025,No,Student
7713,45,Male,Low,2-4 Lakh,Self-Employed,Tier 1,11/10/2022,No,Family Stage
7714,56,Female,Low,2-4 Lakh,Business,Tier 1,7/28/2024,No,Pre-Retirement
7715,31,Female,Low,2-4 Lakh,Self-Employed,Tier 2,9/1/2020,Yes,Mid Career
7716,38,Female,Low,2-4 Lakh,Self-Employed,Tier 2,11/19/2023,No,Mid Career
7717,47,Female,Low,2-4 Lakh,Business,Tier 1,9/15/2024,No,Family Stage
7718,38,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,9/3/2024,No,Mid Career
7719,26,Female,Medium,4-8 Lakh,Salaried,Tier 1,2/23/2020,No,Early Career
7720,34,Female,Low,2-4 Lakh,Salaried,Tier 2,1/21/2023,No,Mid Career
7721,22,Female,Medium,4-8 Lakh,Unemployed,Tier 1,5/30/2025,No,Student
7722,48,Female,High,8+ Lakh,Salaried,Tier 1,1/23/2025,No,Family Stage
7723,57,Male,Medium,4-8 Lakh,Salaried,Tier 3,8/9/2023,No,Pre-Retirement
7724,55,Female,Low,2-4 Lakh,Unemployed,Tier 2,10/31/2023,Yes,Pre-Retirement
7725,60,Female,Medium,4-8 Lakh,Student,Tier 3,6/24/2020,No,Pre-Retirement
7726,36,Male,Medium,4-8 Lakh,Business,Tier 3,7/8/2020,No,Mid Career
7727,53,Male,High,8+ Lakh,Salaried,Tier 3,11/16/2024,No,Family Stage
7728,50,Male,High,8+ Lakh,Unemployed,Tier 2,3/17/2022,Yes,Family Stage
7729,30,Female,Low,2-4 Lakh,Self-Employed,Tier 3,4/30/2023,No,Mid Career
7730,31,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,9/7/2021,No,Mid Career
7731,50,Female,High,8+ Lakh,Salaried,Tier 2,3/8/2020,No,Family Stage
7732,46,Female,High,8+ Lakh,Business,Tier 1,11/19/2020,No,Family Stage
7733,60,Male,Medium,4-8 Lakh,Unemployed,Tier 2,3/24/2023,No,Pre-Retirement
7734,53,Female,Low,2-4 Lakh,Unemployed,Tier 3,3/29/2021,No,Family Stage
7735,61,Female,Low,2-4 Lakh,Unemployed,Tier 2,8/13/2020,Yes,Pre-Retirement
7736,27,Male,Medium,4-8 Lakh,Unemployed,Tier 3,6/10/2023,No,Early Career
7737,48,Female,Medium,4-8 Lakh,Unemployed,Tier 1,3/11/2024,No,Family Stage
7738,23,Female,High,8+ Lakh,Business,Tier 3,4/13/2020,No,Early Career
7739,18,Female,High,8+ Lakh,Unemployed,Tier 1,4/10/2021,No,Student
7740,24,Female,Low,2-4 Lakh,Business,Tier 3,1/25/2025,No,Early Career
7741,44,Male,Medium,4-8 Lakh,Business,Tier 3,3/3/2021,No,Family Stage
7742,38,Male,Low,2-4 Lakh,Business,Tier 1,11/10/2024,No,Mid Career
7743,45,Male,Medium,4-8 Lakh,Self-Employed,Tier 2,5/3/2025,Yes,Family Stage
7744,33,Male,Medium,4-8 Lakh,Student,Tier 3,9/19/2022,No,Mid Career
7745,63,Female,Low,2-4 Lakh,Salaried,Tier 2,3/17/2021,Yes,Pre-Retirement
7746,40,Female,Low,2-4 Lakh,Self-Employed,Tier 1,12/24/2021,No,Family Stage
7747,37,Female,Low,2-4 Lakh,Student,Tier 3,2/23/2023,No,Mid Career
7748,55,Male,Low,2-4 Lakh,Self-Employed,Tier 2,7/16/2024,No,Pre-Retirement
7749,42,Male,High,8+ Lakh,Business,Tier 1,11/25/2022,No,Family Stage
7750,45,Male,Low,2-4 Lakh,Business,Tier 1,6/15/2023,No,Family Stage
7751,22,Female,Low,2-4 Lakh,Unemployed,Tier 2,6/19/2023,Yes,Student
7752,38,Female,Low,2-4 Lakh,Business,Tier 1,5/12/2020,No,Mid Career
7753,35,Male,High,8+ Lakh,Self-Employed,Tier 3,6/10/2022,No,Mid Career
7754,64,Male,Low,2-4 Lakh,Salaried,Tier 3,6/4/2023,No,Pre-Retirement
7755,23,Female,Low,2-4 Lakh,Business,Tier 1,11/27/2023,No,Early Career
7756,46,Female,Medium,4-8 Lakh,Student,Tier 2,1/30/2021,No,Family Stage
7757,36,Female,Low,2-4 Lakh,Self-Employed,Tier 2,3/30/2020,No,Mid Career
7758,50,Male,Low,2-4 Lakh,Student,Tier 3,9/11/2020,No,Family Stage
7759,18,Male,Medium,4-8 Lakh,Unemployed,Tier 2,8/13/2022,No,Student
7760,62,Male,Low,2-4 Lakh,Unemployed,Tier 3,3/23/2020,No,Pre-Retirement
7761,20,Male,High,8+ Lakh,Salaried,Tier 1,3/3/2024,No,Student
7762,59,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,10/12/2021,No,Pre-Retirement
7763,38,Female,Medium,4-8 Lakh,Salaried,Tier 1,8/25/2023,No,Mid Career
7764,52,Female,Low,2-4 Lakh,Student,Tier 2,6/15/2021,No,Family Stage
7765,58,Male,High,8+ Lakh,Salaried,Tier 2,4/20/2022,No,Pre-Retirement
7766,57,Female,Medium,4-8 Lakh,Student,Tier 3,1/12/2023,No,Pre-Retirement
7767,20,Female,Low,2-4 Lakh,Salaried,Tier 3,1/27/2020,No,Student
7768,42,Female,Low,2-4 Lakh,Unemployed,Tier 3,10/11/2022,No,Family Stage
7769,62,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,5/12/2024,Yes,Pre-Retirement
7770,55,Female,Medium,4-8 Lakh,Salaried,Tier 1,1/13/2021,Yes,Pre-Retirement
7771,62,Male,High,8+ Lakh,Student,Tier 1,4/8/2025,No,Pre-Retirement
7772,37,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,9/15/2023,Yes,Mid Career
7773,61,Female,Medium,4-8 Lakh,Unemployed,Tier 1,1/27/2021,No,Pre-Retirement
7774,62,Male,Low,2-4 Lakh,Unemployed,Tier 2,8/4/2020,Yes,Pre-Retirement
7775,51,Male,Medium,4-8 Lakh,Business,Tier 3,2/11/2025,No,Family Stage
7776,38,Female,High,8+ Lakh,Self-Employed,Tier 2,1/15/2021,No,Mid Career
7777,40,Female,Medium,4-8 Lakh,Salaried,Tier 3,9/28/2021,No,Family Stage
7778,23,Female,Low,2-4 Lakh,Unemployed,Tier 3,3/10/2022,No,Early Career
7779,30,Female,Low,2-4 Lakh,Salaried,Tier 1,10/1/2024,No,Mid Career
7780,40,Male,Low,2-4 Lakh,Salaried,Tier 3,5/27/2025,No,Family Stage
7781,26,Female,Medium,4-8 Lakh,Student,Tier 1,5/18/2025,Yes,Early Career
7782,34,Male,High,8+ Lakh,Salaried,Tier 2,5/22/2021,No,Mid Career
7783,19,Female,Low,2-4 Lakh,Business,Tier 1,10/9/2020,No,Student
7784,36,Female,Low,2-4 Lakh,Self-Employed,Tier 1,8/1/2020,No,Mid Career
7785,36,Female,Medium,4-8 Lakh,Self-Employed,Tier 2,3/25/2023,No,Mid Career
7786,24,Male,High,8+ Lakh,Student,Tier 2,6/13/2021,Yes,Early Career
7787,59,Female,Medium,4-8 Lakh,Business,Tier 3,5/4/2022,No,Pre-Retirement
7788,59,Female,Low,2-4 Lakh,Business,Tier 3,9/8/2021,Yes,Pre-Retirement
7789,37,Male,Low,2-4 Lakh,Self-Employed,Tier 2,3/28/2023,No,Mid Career
7790,26,Female,Medium,4-8 Lakh,Business,Tier 2,2/10/2020,No,Early Career
7791,34,Male,High,8+ Lakh,Unemployed,Tier 1,12/30/2024,No,Mid Career
7792,44,Female,Low,2-4 Lakh,Salaried,Tier 2,3/8/2024,Yes,Family Stage
7793,64,Male,Medium,4-8 Lakh,Salaried,Tier 1,6/2/2021,No,Pre-Retirement
7794,19,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,10/25/2022,No,Student
7795,53,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,11/10/2022,No,Family Stage
7796,36,Female,Low,2-4 Lakh,Business,Tier 2,10/7/2021,Yes,Mid Career
7797,34,Male,High,8+ Lakh,Student,Tier 2,7/29/2022,Yes,Mid Career
7798,22,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,7/13/2024,No,Student
7799,56,Female,Medium,4-8 Lakh,Self-Employed,Tier 1,8/29/2020,No,Pre-Retirement
7800,35,Male,Medium,4-8 Lakh,Self-Employed,Tier 3,7/19/2022,No,Mid Career
7801,24,Female,High,8+ Lakh,Business,Tier 3,4/15/2020,No,Early Career
7802,34,Female,Medium,4-8 Lakh,Unemployed,Tier 2,12/8/2020,No,Mid Career
7803,56,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,7/24/2024,No,Pre-Retirement
7804,53,Male,Low,2-4 Lakh,Unemployed,Tier 1,2/20/2021,Yes,Family Stage
7805,57,Female,Low,2-4 Lakh,Business,Tier 1,2/7/2020,No,Pre-Retirement
7806,62,Male,Low,2-4 Lakh,Student,Tier 2,6/10/2024,No,Pre-Retirement
7807,21,Male,High,8+ Lakh,Salaried,Tier 2,12/1/2020,No,Student
7808,55,Male,High,8+ Lakh,Salaried,Tier 2,4/17/2021,Yes,Pre-Retirement
7809,42,Male,Low,2-4 Lakh,Salaried,Tier 2,4/22/2020,No,Family Stage
7810,22,Female,Low,2-4 Lakh,Salaried,Tier 3,9/7/2020,No,Student
7811,47,Female,Low,2-4 Lakh,Business,Tier 2,6/30/2022,No,Family Stage
7812,29,Male,High,8+ Lakh,Salaried,Tier 1,9/30/2023,No,Early Career
7813,21,Female,Low,2-4 Lakh,Business,Tier 1,3/12/2025,No,Student
7814,41,Male,Medium,4-8 Lakh,Student,Tier 3,12/30/2022,No,Family Stage
7815,46,Male,High,8+ Lakh,Self-Employed,Tier 2,9/20/2020,No,Family Stage
7816,26,Male,Medium,4-8 Lakh,Self-Employed,Tier 1,6/17/2022,Yes,Early Career
7817,21,Male,High,8+ Lakh,Self-Employed,Tier 3,8/3/2021,Yes,Student
7818,41,Female,Medium,4-8 Lakh,Business,Tier 1,1/18/2021,Yes,Family Stage
7819,31,Male,Medium,4-8 Lakh,Business,Tier 2,11/25/2024,No,Mid Career
7820,22,Female,Medium,4-8 Lakh,Business,Tier 3,2/25/2022,No,Student
7821,35,Male,Low,2-4 Lakh,Student,Tier 1,11/15/2023,No,Mid Career
7822,59,Female,High,8+ Lakh,Unemployed,Tier 1,10/6/2022,No,Pre-Retirement
7823,36,Female,Medium,4-8 Lakh,Business,Tier 2,6/9/2024,No,Mid Career
7824,29,Female,Low,2-4 Lakh,Business,Tier 2,10/19/2024,No,Early Career
7825,35,Female,Low,2-4 Lakh,Self-Employed,Tier 1,7/15/2021,No,Mid Career
7826,34,Male,Low,2-4 Lakh,Salaried,Tier 2,4/17/2021,No,Mid Career
7827,47,Female,Medium,4-8 Lakh,Salaried,Tier 1,3/14/2024,No,Family Stage
7828,41,Male,Low,2-4 Lakh,Student,Tier 1,3/3/2023,No,Family Stage
7829,28,Female,High,8+ Lakh,Salaried,Tier 2,11/13/2023,No,Early Career
7830,52,Female,Low,2-4 Lakh,Unemployed,Tier 2,10/31/2024,No,Family Stage
7831,40,Female,Low,2-4 Lakh,Self-Employed,Tier 2,3/1/2020,No,Family Stage
7832,34,Male,Medium,4-8 Lakh,Student,Tier 1,11/22/2024,No,Mid Career
7833,18,Female,Medium,4-8 Lakh,Salaried,Tier 3,10/31/2024,No,Student
7834,32,Male,High,8+ Lakh,Salaried,Tier 2,2/2/2024,No,Mid Career
7835,49,Male,Medium,4-8 Lakh,Self-Employed,Tier 2,10/6/2023,No,Family Stage
7836,26,Male,Low,2-4 Lakh,Student,Tier 2,12/17/2022,No,Early Career
7837,32,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,7/6/2022,No,Mid Career
7838,45,Female,Low,2-4 Lakh,Student,Tier 2,4/23/2023,No,Family Stage
7839,41,Female,Low,2-4 Lakh,Salaried,Tier 2,5/11/2023,Yes,Family Stage
7840,52,Female,Low,2-4 Lakh,Self-Employed,Tier 3,11/21/2022,No,Family Stage
7841,39,Female,Medium,4-8 Lakh,Self-Employed,Tier 3,10/18/2021,Yes,Mid Career
7842,44,Female,Low,2-4 Lakh,Unemployed,Tier 1,5/31/2025,Yes,Family Stage
7843,36,Female,Low,2-4 Lakh,Self-Employed,Tier 2,6/17/2020,No,Mid Career
7844,62,Male,Low,2-4 Lakh,Student,Tier 1,11/11/2022,No,Pre-Retirement
7845,29,Female,Low,2-4 Lakh,Unemployed,Tier 1,2/14/2025,No,Early Career
